ENTREZID	GENENAME	SYMBOL	L.donovani_4vsControl_logFC	L.donovani_4vsControl_test	L.donovani_8vsControl_logFC	L.donovani_8vsControl_test	L.donovani_24vsControl_logFC	L.donovani_24vsControl_test	logFC
80148	solute carrier family 66 member 2	SLC66A2	-0.365723205769543	-1	-0.471464541514456	-1	-0.391494143862756	-1	0.236666666666668
80149	zinc finger CCCH-type containing 12A	ZC3H12A	1.02706677038612	1	0.712509533129854	0	1.22877616509502	1	0.532222222222222
80208	SPG11 vesicle trafficking associated, spatacsin	SPG11	-0.429810984927837	0	-0.486385985912976	-1	0.420380593268543	0	-0.471111111111107
80221	acyl-CoA synthetase family member 2	ACSF2	-0.778517455094935	0	-1.00264919500651	-1	-0.307244078521409	0	-0.434444444444442
80315	cytoplasmic polyadenylation element binding protein 4	CPEB4	0.640567825297868	1	0.408792191895785	0	0.237460192416329	0	-0.302222222222221
80346	receptor accessory protein 4	REEP4	-1.07888358075367	-1	-1.05304818478523	-1	-0.64913135151145	0	-0.441111111111109
80765	StAR related lipid transfer domain containing 5	STARD5	0.668763632177589	1	0.658820433690501	1	0.383232860585059	0	-0.966666666666663
80830	apolipoprotein L6	APOL6	-0.345877779563338	0	0.907890493132149	1	1.5716015524185	1	-0.588888888888887
81565	nudE neurodevelopment protein 1 like 1	NDEL1	0.567605275338247	1	0.269338461393067	0	-0.371659386022944	0	-0.314444444444446
81622	unc-93 homolog B1, TLR signaling regulator	UNC93B1	-0.846480220362842	-1	-0.867204555659582	-1	-0.471413867823646	0	0.313333333333334
81689	iron-sulfur cluster assembly 1	ISCA1	0.418684749215329	1	0.251292662847602	0	0.0878808592260043	0	-0.675555555555555
83443	splicing factor 3b subunit 5	SF3B5	-0.250758450450062	0	-0.368236475585258	-1	-0.269417248873367	0	-0.525555555555554
83737	itchy E3 ubiquitin protein ligase	ITCH	0.372431264905407	1	0.415830480016469	1	0.378247181819898	1	-0.35444444444444
83752	lon peptidase 2, peroxisomal	LONP2	-0.279276360752389	0	-0.411206991238336	-1	-0.162861784535799	0	-0.282222222222225
84034	elastin microfibril interfacer 2	EMILIN2	-0.144846823002084	0	-0.224427782641417	0	-0.542076427202005	-1	0.47666666666667
84295	PHD finger protein 6	PHF6	-0.210353021696799	0	-0.299694943219199	-1	-0.262142795496999	0	-0.363333333333331
84305	PYM homolog 1, exon junction complex associated factor	PYM1	-0.460820561822608	-1	-0.214274570459306	0	-0.0951351973036321	0	-0.348888888888888
84656	glyoxylate reductase 1 homolog	GLYR1	-0.386487533222491	-1	-0.426292639243016	-1	-0.295370487637459	0	-0.425555555555551
84864	ribosomal oxygenase 2	RIOX2	-0.767337212790688	-1	-0.912602469598584	-1	-0.239869261351041	0	-0.321111111111107
84890	2-aminoethanethiol dioxygenase	ADO	0.779988487802449	1	0.686922823090057	1	0.999855081479337	1	-0.401111111111106
84919	protein phosphatase 1 regulatory subunit 15B	PPP1R15B	0.675818043270107	1	0.507333902834038	1	0.479387019746431	0	-0.336666666666662
84932	RAB2B, member RAS oncogene family	RAB2B	0.205638309855622	0	0.28277839573451	0	0.478615423390393	1	-0.512222222222223
84933	chromosome 8 open reading frame 76	C8orf76	0.461685216051059	1	0.426771703937217	1	0.332391068474879	1	-0.268888888888888
85450	inositol 1,4,5-trisphosphate receptor interacting protein	ITPRIP	0.575585729502501	1	0.497478228596831	0	0.591496890048404	1	-0.363333333333333
88455	ankyrin repeat domain 13A	ANKRD13A	-0.594327767644662	-1	-0.426826257627654	-1	0.2687737275832	0	-0.482222222222222
89857	kelch like family member 6	KLHL6	1.08873789303961	1	1.07978782858648	1	0.885548129533669	1	-0.316666666666665
89910	ubiquitin protein ligase E3B	UBE3B	-0.53526992244314	-1	-0.427414729567104	0	-0.247161202495819	0	-0.424444444444442
90427	Bcl2 modifying factor	BMF	-1.48604797476402	-1	-1.03109442120791	-1	-0.249005302222399	0	-0.276666666666665
90871	distal membrane arm assembly complex 1	DMAC1	-0.745213415582477	-1	-0.993390650525102	-1	-1.05872218726792	-1	-0.665555555555553
91010	formin like 3	FMNL3	0.935593611900282	1	0.766065180092651	1	0.421075447835603	0	-0.41333333333333
91445	ring finger protein 185	RNF185	0.404156158421651	1	0.324348230078801	0	0.244852762100992	0	-0.378888888888889
91526	ankyrin repeat domain 44	ANKRD44	-1.29148698103337	-1	-1.55317343726403	-1	-0.734426130286726	0	-0.496666666666664
91754	NIMA related kinase 9	NEK9	-0.455093402070904	0	-0.761357579773671	-1	-0.116787424674527	0	-0.481111111111108
91949	component of oligomeric golgi complex 7	COG7	-0.632145631877785	-1	-0.6728440734116	-1	-0.486317312438629	-1	-0.355555555555551
94005	phosphatidylinositol glycan anchor biosynthesis class S	PIGS	-0.486430651661783	0	-0.688287278394078	-1	-0.592453575395927	-1	-0.461111111111107
113246	chromosome 12 open reading frame 57	C12orf57	-0.0578799579453992	0	-0.109445974057799	0	0.809867769602279	1	-0.377777777777775
113878	deltex E3 ubiquitin ligase 2	DTX2	0.840356424068572	1	0.588608350777124	1	0.670882294452232	1	0.324444444444446
114882	oxysterol binding protein like 8	OSBPL8	0.893255533160758	1	1.32364115599297	1	0.529847089472142	0	-0.293333333333331
115817	dehydrogenase/reductase 1	DHRS1	-0.521696578147631	-1	-0.441242059259727	0	-0.229393279370962	0	-0.365555555555555
116092	deoxynucleotidyltransferase terminal interacting protein 1	DNTTIP1	-0.511695872125342	-1	-0.518883072108027	-1	-0.219425588236165	0	-0.281111111111111
118788	phosphoinositide-3-kinase adaptor protein 1	PIK3AP1	0.355416592981193	0	0.60901050359932	1	0.969834847492384	1	-0.344444444444441
121665	signal peptide peptidase like 3	SPPL3	-0.413126933043497	-1	-0.372258707580187	-1	-0.403321989454957	-1	-0.537777777777777
123606	NIPA magnesium transporter 1	NIPA1	0.628810931878043	1	0.690507952179193	1	0.0438188785728375	0	0.45777777777778
124446	transmembrane protein 219	TMEM219	-0.626222555520805	-1	-0.535673808682818	-1	-0.500233335875157	-1	-0.237777777777776
128178	EDAR associated death domain	EDARADD	0.135196135635411	0	0.435811521691535	1	0.305755810008199	0	0.326666666666668
128989	transport and golgi organization 2 homolog	TANGO2	-0.482995491555267	0	-0.561084280421547	-1	-0.471236974562595	0	-0.244444444444442
129285	protein phosphatase 1 regulatory subunit 21	PPP1R21	-0.84061665754456	-1	-0.672951346827883	-1	-0.296896510489825	0	-0.397777777777776
129303	transmembrane protein 150A	TMEM150A	-0.307560730912481	-1	-0.214711640532643	0	-0.135193245950331	0	0.206666666666667
132864	cytoplasmic polyadenylation element binding protein 2	CPEB2	0.712376634955131	1	0.562450461170533	1	0.178840116423531	0	-0.314444444444439
134553	chromosome 5 open reading frame 24	C5orf24	0.622711134251823	1	0.463177829584817	1	0.297642042773372	0	-0.334444444444444
137075	claudin 23	CLDN23	0.371580322989082	0	0.87011452295665	0	1.1012156827049	1	0.256666666666669
150365	meiotic double-stranded break formation protein 1	MEI1	0.849690960019583	0	1.12628351312214	0	1.88575631167939	1	-0.557777777777776
152002	xyloside xylosyltransferase 1	XXYLT1	-0.892340648075168	0	-1.15424864697593	-1	-0.841804441113364	0	0.31
152007	GLI pathogenesis related 2	GLIPR2	0.870630381601842	1	0.912368907565453	1	0.970352646631747	1	-0.469999999999999
153020	RasGEF domain family member 1B	RASGEF1B	1.38692652202252	1	1.33090424136648	1	0.972565341539875	1	-0.348888888888887
157922	calmodulin regulated spectrin associated protein 1	CAMSAP1	0.852824202104227	1	0.97642860271241	1	0.278206784547088	0	-0.283333333333331
160418	transmembrane O-mannosyltransferase targeting cadherins 3	TMTC3	0.713050293868219	1	0.814390805359057	1	0.255338786965689	0	-0.511111111111108
201163	folliculin	FLCN	1.07740432480122	1	0.975368130999328	1	0.633742191715074	1	-0.234444444444444
205564	SUMO specific peptidase 5	SENP5	0.597407368984083	1	0.566696133787699	1	0.396981073726167	1	0.488888888888892
219988	PAT1 homolog 1, processing body mRNA decay factor	PATL1	0.483648767816002	1	0.466485334314493	1	0.349703968136392	0	-0.298888888888886
220929	zinc finger protein 438	ZNF438	0.763362143659903	1	0.699284609705764	1	0.729080416296078	1	-0.408888888888883
221400	tudor domain containing 6	TDRD6	0.71735350506596	1	0.736752740776751	1	0.750529831734719	1	0.200000000000002
221749	PX domain containing 1	PXDC1	0.731036497589711	1	0.595816883774654	1	0.237990069229834	0	0.363333333333333
282991	biogenesis of lysosomal organelles complex 1 subunit 2	BLOC1S2	0.567616351386704	1	0.453477380908692	1	0.279822151717759	0	-0.374444444444445
283237	tetratricopeptide repeat domain 9C	TTC9C	-0.618290999425797	-1	-0.455005252794027	-1	-0.126327774125263	0	-0.404444444444442
360023	zinc finger and BTB domain containing 41	ZBTB41	0.712581243132037	1	0.788839530173027	1	0.124589253280831	0	-0.597777777777776
375260	WASP family homolog 2, pseudogene	WASH2P	-0.64618258480956	-1	-0.614283190322979	-1	-0.607717718548173	-1	0.307777777777781
387893	lysine methyltransferase 5A	KMT5A	0.672787331436957	1	0.263882015824912	0	-0.0747294791626629	0	0.504444444444446
399474	transmembrane protein 200B	TMEM200B	0.141670470087499	0	0.576911535727668	1	0.578837416436382	1	0.263333333333334
493856	CDGSH iron sulfur domain 2	CISD2	0.351328248697362	1	0.171411405323996	0	0.383816591055833	1	-0.641111111111109
100287171	WASH complex subunit 1	WASHC1	-0.412846642556618	-1	-0.327666119530441	0	-0.433709190476771	-1	0.307777777777781
100288778	WAS protein family homolog 8, pseudogene	WASH8P	-0.511504298024908	-1	-0.306369377973107	0	-0.266773157810437	0	0.307777777777781
