ENTREZID	GENENAME	SYMBOL	L.major_4vsControl_logFC	L.major_4vsControl_test	L.major_8vsControl_logFC	L.major_8vsControl_test	L.major_24vsControl_logFC	L.major_24vsControl_test	logFC
22796	component of oligomeric golgi complex 2	COG2	-0.725334468493728	-1	-0.655210289165645	-1	-0.534931500322802	0	-0.368888888888885
22803	5'-3' exoribonuclease 2	XRN2	-0.252827380786439	0	-0.330258376663764	-1	-0.365358384794927	-1	-0.339999999999999
22818	coatomer protein complex subunit zeta 1	COPZ1	-0.268897091689446	0	-0.512512280784893	-1	-0.683664522782671	-1	-0.55
22850	ADNP homeobox 2	ADNP2	0.555887512615984	1	0.0956375699683925	0	-0.0627632545088517	0	-0.358888888888888
22862	fibronectin type III domain containing 3A	FNDC3A	0.463600502408326	1	0.647822830125945	1	0.682851061287913	1	-0.275555555555552
22863	autophagy related 14	ATG14	-0.654083869580161	-1	-0.332758030763204	0	-0.167047921172069	0	-0.446666666666666
22864	R3H domain containing 2	R3HDM2	-0.171286186382947	0	-0.505224429931284	-1	-0.245303834860659	0	-0.312222222222219
22870	protein phosphatase 6 regulatory subunit 1	PPP6R1	-0.514505643768288	-1	-0.58287313983806	-1	-0.46254418835559	-1	-0.39222222222222
22877	MLX interacting protein	MLXIP	-0.909179989799188	-1	-0.642214221637747	-1	-0.535392114070991	-1	-0.335555555555552
22920	kinesin associated protein 3	KIFAP3	-0.405417562148235	0	-0.62347453499256	-1	-0.167128778551501	0	-0.38111111111111
23016	exosome component 7	EXOSC7	-0.468298813942953	-1	-0.521851234249027	-1	-0.124407664255486	0	-0.534444444444442
23020	small nuclear ribonucleoprotein U5 subunit 200	SNRNP200	-0.406969214242098	-1	-0.54499218461126	-1	-0.192174839635456	0	-0.269999999999996
23039	exportin 7	XPO7	-0.568058821028579	-1	-0.794311249825288	-1	-0.133279225988218	0	-0.384444444444441
23043	TRAF2 and NCK interacting kinase	TNIK	0.498751404583416	0	1.29350834800489	1	1.49659083373587	1	-0.316666666666664
23051	zinc fingers and homeoboxes 3	ZHX3	-0.770505326415194	0	-1.09250244243925	-1	-0.741486834628196	0	-0.26111111111111
23062	golgi associated, gamma adaptin ear containing, ARF binding protein 2	GGA2	-0.905632166523873	-1	-1.12928138561975	-1	-0.942916236281638	-1	-0.328888888888887
23095	kinesin family member 1B	KIF1B	0.674987035202955	1	0.794787738609658	1	0.69482323746672	1	-0.282222222222222
23099	zinc finger and BTB domain containing 43	ZBTB43	1.70844078706821	1	1.84792186730379	1	0.73670789537533	1	-0.481111111111106
23112	trinucleotide repeat containing adaptor 6B	TNRC6B	-0.906530295892699	-1	-0.806860071991297	-1	-0.0564883795136328	0	-0.417777777777777
23133	PHD finger protein 8	PHF8	-0.379094803463486	-1	-0.371154506896518	-1	0.0436743198703837	0	-0.571111111111107
23143	leucine rich repeats and calponin homology domain containing 1	LRCH1	0.496710307292272	1	0.656503129579544	1	0.485013868883334	1	-0.363333333333332
23186	REST corepressor 1	RCOR1	-0.248420218936159	0	-0.146698456088354	0	-0.488851692718278	-1	-0.319999999999996
23214	exportin 6	XPO6	-0.615410967148266	-1	-0.543719374873112	-1	-0.19305272396497	0	-0.216666666666665
23248	regulation of nuclear pre-mRNA domain containing 2	RPRD2	-1.08833684856184	-1	-1.09195432369192	-1	-0.451240163022709	0	-0.414444444444443
23265	exocyst complex component 7	EXOC7	-0.31639923414691	0	-0.467146743465101	-1	-0.32517412257446	0	-0.344444444444441
23272	transcription activation suppressor	TASOR	-0.403487514734698	0	-0.514294525999876	-1	-0.273179983554147	0	-0.532222222222218
23310	non-SMC condensin II complex subunit D3	NCAPD3	-0.549588418684072	0	-0.816576576380807	-1	-0.354799586848006	0	-0.23
23339	VPS39 subunit of HOPS complex	VPS39	-0.589802252652284	-1	-0.67574210908815	-1	-0.0982490560055549	0	-0.395555555555553
23344	extended synaptotagmin 1	ESYT1	-0.382299082726881	0	-0.836287774170071	-1	-0.719836964451371	-1	-0.44111111111111
23352	ubiquitin protein ligase E3 component n-recognin 4	UBR4	0.217773334989699	0	0.310589161276939	1	0.556851955549993	1	-0.516666666666667
23362	pleckstrin and Sec7 domain containing 3	PSD3	0.586897916711086	0	1.15726695881301	1	1.3169864244132	1	-1.08666666666666
23479	iron-sulfur cluster assembly enzyme	ISCU	-0.421751831478668	-1	-0.426289171623193	-1	0.251323668173299	0	-0.355555555555554
23522	lysine acetyltransferase 6B	KAT6B	-0.446592755526648	-1	-0.242128455034742	0	-0.234802392081283	0	-0.65222222222222
23530	nicotinamide nucleotide transhydrogenase	NNT	-0.419117317882966	0	-0.713027888182966	-1	-0.523761087405179	0	-0.391111111111111
23557	SNAP associated protein	SNAPIN	-0.442679818478169	-1	-0.467505765847985	-1	-0.446079383996533	-1	-0.474444444444444
23560	GTP binding protein 4	GTPBP4	0.737190100684247	1	0.593454587574	1	0.339881524913046	0	-0.258888888888881
23582	cyclin D1 binding protein 1	CCNDBP1	-0.414982923526237	-1	-0.556382996646256	-1	0.107412585901956	0	-0.363333333333333
23588	kelch domain containing 2	KLHDC2	-0.921531575924266	-1	-0.960919885638695	-1	-0.431687349888895	0	-0.735555555555552
23613	zinc finger MYND-type containing 8	ZMYND8	-0.190218468165749	0	-0.619252566005429	-1	-0.328731253650554	0	-0.321111111111109
23647	ADP ribosylation factor interacting protein 2	ARFIP2	0.0924160952313198	0	0.102728033829202	0	0.523816847442607	1	-0.377777777777776
23649	DNA polymerase alpha 2, accessory subunit	POLA2	-0.700041476560159	-1	-0.407980484949796	-1	0.235651877195462	0	-0.456666666666663
23759	peptidylprolyl isomerase like 2	PPIL2	-0.690194033999949	-1	-0.81637094711885	-1	-0.652182645161124	-1	-0.36
23760	phosphatidylinositol transfer protein beta	PITPNB	0.47100624323412	1	0.326559853987732	0	-0.00304233104200335	0	-0.309999999999995
23788	mitochondrial carrier 2	MTCH2	0.0744762985767426	0	-0.154456602170708	0	-0.58391127433786	-1	-0.348888888888889
24148	pre-mRNA processing factor 6	PRPF6	-0.374778135964537	-1	-0.43588315467316	-1	-0.313046576194905	-1	-0.394444444444445
25793	F-box protein 7	FBXO7	-0.118326238264281	0	0.0576509068546294	0	0.29109922983713	1	-0.389999999999997
25813	SAMM50 sorting and assembly machinery component	SAMM50	-0.844191586910364	-1	-0.974702723823054	-1	-0.75355556271167	-1	-0.325555555555554
25840	methyltransferase like 7A	METTL7A	-0.679517324806262	0	-1.35414717170039	-1	-2.56363804820856	-1	-0.36333333333333
25844	Yip1 domain family member 3	YIPF3	-0.339623103845476	-1	-0.54226587804018	-1	-0.270244358046348	0	-0.259999999999996
25870	sulfatase modifying factor 2	SUMF2	-0.330484840070602	0	-0.460995988505307	-1	-0.259832656911279	0	-0.302222222222221
25897	ring finger protein 19A, RBR E3 ubiquitin protein ligase	RNF19A	1.26402273213445	1	1.28719721240805	1	0.720024181555454	1	-0.421111111111109
25939	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	SAMHD1	-0.447907999401782	-1	-0.667803811462949	-1	-0.624764412078694	-1	-0.481111111111108
25962	vir like m6A methyltransferase associated	VIRMA	-0.378462501595727	-1	-0.424330649329221	-1	-0.383230088416616	0	-0.338888888888885
25963	transmembrane protein 87A	TMEM87A	-0.442787256468749	-1	-0.244383795768551	0	-0.0974697972926233	0	-0.326666666666666
25998	inhibitor of Bruton tyrosine kinase	IBTK	0.434139455932863	0	0.567234013019691	1	0.222943098902791	0	-0.447777777777776
26001	ring finger protein 167	RNF167	-0.389959172677955	0	-0.666403877921379	-1	-0.579532986525837	-1	-0.388888888888887
26017	family with sequence similarity 32 member A	FAM32A	-0.542883888754959	-1	-0.458302766301049	-1	-0.255798948699258	-1	-0.313333333333331
26073	DNA polymerase delta interacting protein 2	POLDIP2	-0.457157427678768	0	-0.536544824767965	-1	-0.412760106956311	0	-0.357777777777775
26088	golgi associated, gamma adaptin ear containing, ARF binding protein 1	GGA1	0.49993103049305	1	0.557756451748377	1	0.654701773685495	1	-0.27333333333333
26123	tectonic family member 3	TCTN3	-0.00861386389349228	0	-0.316163509560786	0	-0.80794667613065	-1	-0.493333333333335
26286	ADP ribosylation factor GTPase activating protein 3	ARFGAP3	1.43500296472147	1	1.43379639913247	1	0.78465721712379	1	-0.551111111111108
26354	G protein nucleolar 3	GNL3	0.35779513243118	0	0.432016751343244	1	-0.127875751641859	0	-0.258888888888885
26502	nuclear prelamin A recognition factor	NARF	-0.650752829905425	-1	-0.610346221044173	-1	-0.0623457395720592	0	-0.51888888888889
26505	cyclin and CBS domain divalent metal cation transport mediator 3	CNNM3	-1.31518291397615	-1	-1.56553789511248	-1	-0.966289716247774	-1	0.376666666666668
26509	myoferlin	MYOF	1.21223232850548	1	1.39215293664861	1	1.24961662892003	1	-0.444444444444445
26523	argonaute RISC component 1	AGO1	-0.409883291247622	0	-0.605538644221115	-1	-0.123831087356157	0	-0.32888888888889
26586	cytoskeleton associated protein 2	CKAP2	-1.50184584487315	-1	-1.46036575354518	-1	-1.44989800247975	-1	-0.412222222222219
26973	cysteine and histidine rich domain containing 1	CHORDC1	0.92821718963563	1	0.802537554754892	1	0.262048114512973	0	-0.23111111111111
27074	lysosomal associated membrane protein 3	LAMP3	0.316718440572238	0	0.693634255373969	0	1.20657068205021	1	0.32
27128	cytohesin 4	CYTH4	-0.463285054368106	0	-0.505543908333749	0	-0.921856031017475	-1	-0.368888888888886
27250	programmed cell death 4	PDCD4	-1.26484790648308	-1	-1.35441565686075	-1	-0.48228882205615	0	-0.33333333333333
27333	golgi integral membrane protein 4	GOLIM4	-0.308230860463661	0	-0.668402947616126	-1	-1.17399895815378	-1	-0.28
27350	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	APOBEC3C	-0.31335738727751	0	-0.724367313978572	-1	-0.24901323211628	0	-0.597777777777774
28511	NFKB inhibitor interacting Ras like 2	NKIRAS2	-0.0970429910631481	0	0.135293944283875	0	0.351094993578043	1	-0.363333333333332
29015	solute carrier family 43 member 3	SLC43A3	0.810926262133824	1	1.50881498913115	1	1.06349468072582	1	-0.226666666666663
29074	mitochondrial ribosomal protein L18	MRPL18	-0.198640626707681	0	-0.340259000135758	0	-0.422975791641628	-1	-0.30555555555555
29086	BRISC and BRCA1 A complex member 1	BABAM1	-0.468605952446023	-1	-0.404853433776257	-1	-0.241465463515702	0	-0.379999999999999
29110	TANK binding kinase 1	TBK1	0.146586824068136	0	0.350764667854399	0	0.552134787277616	1	-0.43111111111111
29761	ubiquitin specific peptidase 25	USP25	0.0161425326772147	0	0.356835455787673	1	0.722188652597715	1	-0.489999999999998
29902	family with sequence similarity 216 member A	FAM216A	-0.823868484922222	-1	-0.713717161266963	-1	-0.260331763748571	0	-0.363333333333333
29904	eukaryotic elongation factor 2 kinase	EEF2K	-0.6860928922477	-1	-0.791951176026256	-1	-1.00210505387813	-1	-0.354444444444443
50650	Rho guanine nucleotide exchange factor 3	ARHGEF3	-0.71886319720964	0	-1.00652658460564	-1	-0.480702328519138	0	-0.51333333333333
50813	COP9 signalosome subunit 7A	COPS7A	-0.451980865226636	-1	-0.51844323783876	-1	-0.425163243857908	-1	-0.493333333333332
50814	NAD(P) dependent steroid dehydrogenase-like	NSDHL	-0.0377156007177089	0	-0.412773686854974	-1	-0.586409099430959	-1	-0.491111111111107
51006	solute carrier family 35 member C2	SLC35C2	-0.348347877145184	-1	-0.51333345934755	-1	-0.131930545137394	0	-0.524444444444442
51013	exosome component 1	EXOSC1	-0.43332445622406	-1	-0.534309219444427	-1	-0.194104251180736	0	-0.577777777777776
51024	fission, mitochondrial 1	FIS1	-0.41487131958174	0	-0.592855501543605	-1	-0.731948566889873	-1	-0.466666666666663
51028	vacuolar protein sorting 36 homolog	VPS36	-0.263041151276919	0	-0.528024358067462	-1	-0.244068513641533	0	-0.288888888888886
51030	trans-golgi network vesicle protein 23 homolog B	TVP23B	0.615835959471802	1	0.811577357023879	1	0.954891036930725	1	-0.43111111111111
51063	calcium homeostasis modulator family member 2	CALHM2	-1.12502567987087	-1	-1.02346367093005	-1	-1.25412383119917	-1	-0.302222222222215
51069	mitochondrial ribosomal protein L2	MRPL2	-0.767038998676748	-1	-0.633442262008876	-1	-0.0860979756778608	0	-0.554444444444442
51072	mediator of cell motility 1	MEMO1	-0.0182997590072986	0	-0.0726817621181794	0	-0.319006924549932	-1	0.483333333333333
51092	SID1 transmembrane family member 2	SIDT2	-0.666603543608712	-1	-0.861853287947573	-1	-0.794304040820347	-1	-0.424444444444442
51098	intraflagellar transport 52	IFT52	-0.37660904225357	-1	-0.64050334240585	-1	-0.612336237918665	-1	-0.59
51109	retinol dehydrogenase 11	RDH11	-0.299611666854039	0	-0.434960018647121	0	0.67478209995194	1	-0.488888888888886
51110	lactamase beta 2	LACTB2	-0.462679020602915	-1	-0.573226281053017	-1	-0.59090920755227	-1	-0.301111111111108
51111	lysine methyltransferase 5B	KMT5B	0.264450355608465	0	0.167041178374278	0	-0.626466011353342	-1	-0.447777777777776
51131	PHD finger protein 11	PHF11	0.275111669651	0	0.620067927783097	1	0.508084332244559	0	-0.382222222222217
51138	COP9 signalosome subunit 4	COPS4	-0.335655854985236	0	-0.607419387335725	-1	-0.382544699545564	0	-0.519999999999998
51182	heat shock protein family A (Hsp70) member 14	HSPA14	-0.458815750444131	0	-0.690016630752449	-1	-0.802748286944034	-1	-0.347777777777775
51192	chemokine like factor	CKLF	-0.521107740704167	0	-0.858930025518331	-1	-0.22670698616967	0	-0.228888888888893
51257	membrane associated ring-CH-type finger 2	MARCHF2	-0.260946319607598	0	-0.633059850243885	-1	-0.0756304308026561	0	0.372222222222224
51271	ubiquitin associated protein 1	UBAP1	0.508488877648903	1	0.595649044956344	1	0.550702767353584	1	-0.304444444444441
51292	guanosine monophosphate reductase 2	GMPR2	-0.534573132666774	-1	-0.69037068169062	-1	-0.283337565050438	-1	-0.461111111111108
51317	PHD finger protein 21A	PHF21A	-0.667193688685741	-1	-0.83286369325087	-1	0.0761716778745498	0	-0.374444444444446
51321	archaelysin family metallopeptidase 2	AMZ2	0.559299139690513	1	0.60071036439801	1	0.657419162827171	1	-0.305555555555556
51329	ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	-0.365458875506064	0	-0.648645450271493	-1	-0.718781212836131	-1	-0.311111111111108
51347	TAO kinase 3	TAOK3	0.772012547296065	1	0.971533658106162	1	0.515649045685938	1	-0.237777777777773
51382	ATPase H+ transporting V1 subunit D	ATP6V1D	0.94133554460163	1	1.10920636590671	1	0.562424632311146	1	-0.355555555555554
51386	eukaryotic translation initiation factor 3 subunit L	EIF3L	-0.255414895872464	0	-0.438690759158858	-1	-0.658018671703964	-1	-0.407777777777776
51433	anaphase promoting complex subunit 5	ANAPC5	-0.598127519816371	-1	-0.763710707426174	-1	-0.365142121714449	0	-0.456666666666664
51507	replication termination factor 2	RTF2	-0.169319617493437	0	-0.382248815929366	-1	-0.30706823437335	-1	-0.24111111111111
51526	oxidative stress responsive serine rich 1	OSER1	0.44714490907637	1	0.459813710490055	1	0.31195792514799	0	-0.603333333333329
51528	JNK1/MAPK8 associated membrane protein	JKAMP	-0.52189549635192	-1	-0.530478695470164	-1	-0.122302800086615	0	-0.277777777777777
51569	ubiquitin fold modifier 1	UFM1	0.563410658368273	1	0.551451048757183	1	0.110140446872355	0	-0.358888888888888
51582	antizyme inhibitor 1	AZIN1	0.865306147520389	1	0.795598210116395	1	0.616295990549572	1	-0.374444444444441
51604	phosphatidylinositol glycan anchor biosynthesis class T	PIGT	-0.194846504431665	0	-0.439500374265968	-1	-0.279452710216859	0	-0.406666666666663
51637	RNA transcription, translation and transport factor	RTRAF	-0.247775009049374	0	-0.3662561777422	-1	-0.138954837561155	0	-0.33111111111111
51649	mitochondrial ribosomal protein S23	MRPS23	-0.544998230619226	-1	-0.563412828989257	-1	-0.381994707188452	0	-0.351111111111106
51816	adenosine deaminase 2	ADA2	-0.122629306254872	0	-0.232421271286052	-1	-0.0912532202106178	0	-0.508888888888888
53373	two pore segment channel 1	TPCN1	-0.870936933559543	-1	-1.33067627859134	-1	-1.4996901015918	-1	-0.222222222222221
53944	casein kinase 1 gamma 1	CSNK1G1	0.614256996278277	1	0.908918370927516	1	0.299874796467893	0	-0.23
54440	SAM and SH3 domain containing 3	SASH3	-0.701199544564414	0	-1.1373866608159	-1	-0.81799631544118	0	-0.272222222222222
54502	RNA binding motif protein 47	RBM47	0.502894521653392	1	0.490605026827367	1	0.174969438378154	0	-0.301111111111109
54623	PAF1 homolog, Paf1/RNA polymerase II complex component	PAF1	-0.0628945570106119	0	-0.289441885438137	-1	0.137549380662039	0	-0.335555555555551
54675	cardiolipin synthase 1	CRLS1	-0.311980250512212	0	-0.496870920816491	-1	-0.320174211633777	0	-0.402222222222218
54676	GTP binding protein 2	GTPBP2	0.524489965687293	1	0.688542495127642	1	0.980042363532926	1	-0.388888888888884
54726	OTU deubiquitinase 4	OTUD4	1.18146966148777	1	1.16289857444787	1	0.703988903538141	1	-0.347777777777778
54765	tripartite motif containing 44	TRIM44	-0.158115031938195	0	-0.389427670160721	-1	-0.175932727979838	0	-0.276666666666662
54820	nudE neurodevelopment protein 1	NDE1	-0.233800440157474	0	-0.0504785104620762	0	0.600033262169241	1	-0.459999999999996
54822	transient receptor potential cation channel subfamily M member 7	TRPM7	0.601714403694006	1	0.685718762101704	1	0.57910633351038	1	-0.379999999999996
54856	gon-4 like	GON4L	-0.121054406756748	0	-0.32292876918453	-1	-0.41870806276458	-1	-0.466666666666663
54870	glutamine rich 1	QRICH1	-0.235280048871539	-1	-0.169489072718724	0	-0.068926270073252	0	-0.275555555555554
54925	zinc finger and SCAN domain containing 32	ZSCAN32	-0.479501893353817	-1	-0.353475343079667	-1	-0.26710235539986	0	-0.32111111111111
54934	KAT8 regulatory NSL complex subunit 2	KANSL2	-0.434857720399044	-1	-0.258724683408458	0	-0.100142938149945	0	-0.882222222222222
54948	mitochondrial ribosomal protein L16	MRPL16	-0.694356201583139	-1	-0.822170438437812	-1	-0.317447410729319	0	-0.409999999999999
55011	PIH1 domain containing 1	PIH1D1	-0.566091679161545	-1	-0.781518166562087	-1	-0.148223839754147	0	-0.614444444444441
55035	nucleolar protein 8	NOL8	-0.379911655285863	-1	-0.537672738758939	-1	-0.361011951911117	-1	-0.414444444444444
55062	WD repeat domain, phosphoinositide interacting 1	WIPI1	-0.123860791843645	0	-0.262829811924021	0	0.594673144059069	1	-0.39
55125	centrosomal protein 192	CEP192	-0.531543465151669	-1	-0.61272798345766	-1	-0.00913247518103688	0	-0.335555555555555
55133	S1 RNA binding domain 1	SRBD1	-0.622653262818037	-1	-0.879051179894439	-1	0.298008559036377	0	-0.326666666666664
55175	kelch like family member 11	KLHL11	-0.667536558002249	-1	-0.401809897157992	0	-0.108570902896457	0	-0.487777777777778
55177	regulator of microtubule dynamics 3	RMDN3	0.124559937683786	0	0.157477991707522	0	1.32277941291044	1	-0.353333333333331
55181	SMG8 nonsense mediated mRNA decay factor	SMG8	-0.443297822828328	-1	-0.335596276604653	0	-0.224368195732927	0	-0.372222222222221
55182	ring finger protein 220	RNF220	-0.962870169746541	-1	-0.724034986797923	-1	-0.391551603756959	-1	-0.497777777777777
55217	trimethyllysine hydroxylase, epsilon	TMLHE	-0.483977938503436	0	-0.672420561587741	-1	-0.385428947321337	0	-0.501111111111107
55257	MRG domain binding protein	MRGBP	0.565567650817279	1	0.775766718355332	1	0.302883230737253	0	-0.555555555555551
55288	ras homolog family member T1	RHOT1	-0.337750301437078	0	-0.60230070995159	-1	-0.123342574403265	0	-0.526666666666666
55315	solute carrier family 29 member 3	SLC29A3	0.200581064080792	0	0.522966617515509	0	0.931717884746735	1	-0.486666666666666
55325	UFM1 specific peptidase 2	UFSP2	-0.29658145194499	0	-0.634257908107902	-1	-0.569719759172335	-1	-0.677777777777776
55332	DNA damage regulated autophagy modulator 1	DRAM1	0.841630869401408	1	0.818032672531396	1	0.834659983156575	1	0.545555555555558
55357	TBC1 domain family member 2	TBC1D2	0.511952075390434	0	0.877850527183497	1	1.00555300351464	1	-0.284444444444443
55364	impact RWD domain protein	IMPACT	-0.428650341927481	0	-0.501086927271775	-1	-0.209346771304546	0	-0.736666666666664
55379	leucine rich repeat containing 59	LRRC59	0.314788151379808	0	0.343465141737976	1	-0.174912339864443	0	-0.237777777777773
55505	NOP10 ribonucleoprotein	NOP10	0.131237756604506	0	0.194396233388686	0	0.257047967086336	1	-0.275555555555554
55593	OTU deubiquitinase 5	OTUD5	-0.373427237860922	-1	-0.382579910722107	-1	-0.133294805580798	0	-0.221111111111107
55611	OTU deubiquitinase, ubiquitin aldehyde binding 1	OTUB1	-0.303427390011919	0	-0.393952088387666	-1	-0.171628495757476	0	-0.398888888888886
55644	O-sialoglycoprotein endopeptidase	OSGEP	-0.378653076841317	0	-0.838719658581175	-1	-0.827276599115736	-1	-0.695555555555557
55697	VAC14 component of PIKFYVE complex	VAC14	0.391235998694711	1	0.560851290072511	1	0.698609937645477	1	-0.54111111111111
55705	importin 9	IPO9	-0.321965891181984	-1	-0.401168867829126	-1	0.191501733813841	0	-0.376666666666665
55707	NECAP endocytosis associated 2	NECAP2	-0.428609538001584	-1	-0.405257486604093	-1	0.0543592012187588	0	-0.456666666666664
55720	TSR1 ribosome maturation factor	TSR1	0.161764846418357	0	-0.13847546170155	0	-0.546846353943188	-1	-0.321111111111109
55735	DnaJ heat shock protein family (Hsp40) member C11	DNAJC11	-0.194282701988236	0	-0.396840215229116	-1	-0.713830092248806	-1	-0.322222222222217
55741	ER degradation enhancing alpha-mannosidase like protein 2	EDEM2	-0.425867538921596	0	-0.586473543354952	-1	0.207113538985533	0	-0.344444444444443
55744	cytochrome c oxidase assembly factor 1 homolog	COA1	-0.472237762187403	0	-0.55132650632531	-1	0.277791195190645	0	-0.42222222222222
55756	integrator complex subunit 9	INTS9	-0.641136554694935	-1	-0.909219064024454	-1	-0.740432084283452	-1	-0.42222222222222
55758	REST corepressor 3	RCOR3	-0.568230023321505	-1	-0.406483031945704	-1	-0.0184172392626483	0	-0.445555555555551
55761	tetratricopeptide repeat domain 17	TTC17	-0.507145082195866	0	-0.686389006539249	-1	-0.465234462930404	0	-0.376666666666663
55763	exocyst complex component 1	EXOC1	-0.502474985048741	-1	-0.371797495028256	-1	-0.10801332003652	0	-0.416666666666663
55764	intraflagellar transport 122	IFT122	-0.408615538622744	0	-0.709052774691417	-1	-0.286490933324862	0	-0.545555555555555
55795	PCI domain containing 2	PCID2	0.867635130894197	1	0.855055103191395	1	0.749441067896308	1	-0.634444444444442
55823	VPS11 core subunit of CORVET and HOPS complexes	VPS11	-0.401867068694649	-1	-0.412842860170533	-1	-0.0642413490842753	0	-0.467777777777775
55830	glycosyltransferase 8 domain containing 1	GLT8D1	-0.75791553020402	-1	-0.847127582543825	-1	-0.435752868645315	-1	-0.561111111111106
55837	E2F associated phosphoprotein	EAPP	-0.874508820070254	-1	-0.744107482889916	-1	-0.427225709745748	-1	-0.403333333333331
55856	acyl-CoA thioesterase 13	ACOT13	0.157890326423074	0	0.123511252535309	0	0.506057445657698	1	-0.395555555555553
55902	acyl-CoA synthetase short chain family member 2	ACSS2	-0.560506756304568	0	-0.97475188298087	-1	-0.1116443350562	0	-0.558888888888887
55968	NSFL1 cofactor	NSFL1C	-0.29488296652293	-1	-0.176322615127381	0	-0.090635734764577	0	-0.347777777777772
56261	glycerophosphocholine phosphodiesterase 1	GPCPD1	0.258957346552229	0	0.359795188922826	0	0.95661356268603	1	-0.587777777777777
56339	methyltransferase like 3	METTL3	-0.457022190100576	-1	-0.305272420564611	0	-0.379247403959743	0	-0.487777777777776
56478	eukaryotic translation initiation factor 4E nuclear import factor 1	EIF4ENIF1	0.492613220093919	1	0.512143249054253	1	0.294989773177154	0	-0.315555555555552
56672	A-kinase interacting protein 1	AKIP1	-0.700788295102104	-1	-0.848538235614907	-1	-0.424901457575279	0	-0.501111111111108
56675	nuclear receptor interacting protein 3	NRIP3	1.55834437849409	1	2.19979763944781	1	1.44663113909582	1	-0.259999999999996
56895	1-acylglycerol-3-phosphate O-acyltransferase 4	AGPAT4	1.55615360579827	1	1.49361853224521	1	1.03177096852382	1	-0.362222222222219
56941	5-hydroxymethylcytosine binding, ES cell specific	HMCES	0.442791704507432	1	0.286447336072648	0	0.31804020779053	0	-0.607777777777778
57017	coenzyme Q9	COQ9	-0.613953382535199	-1	-0.488658330774719	0	-0.323551489013848	0	-0.402222222222217
57020	VPS35 endosomal protein sorting factor like	VPS35L	-0.332645097042858	0	-0.501063879312332	-1	-0.528371663805926	-1	-0.409999999999997
57026	pyridoxal phosphatase	PDXP	-0.840950021914216	0	-1.01734170374693	-1	-0.40581578585971	0	0.604444444444446
57136	adipocyte plasma membrane associated protein	APMAP	-0.436381486715613	0	-0.867341661994306	-1	-0.681496750404818	-1	-0.247777777777777
57169	zinc finger NFX1-type containing 1	ZNFX1	0.421471936954587	1	0.560877745769895	1	0.54810265237532	1	-0.403333333333331
57178	zinc finger MIZ-type containing 1	ZMIZ1	0.786069406441584	1	0.675607727066785	1	0.0565220142349876	0	-0.353333333333333
57187	THO complex 2	THOC2	0.102991496476143	0	0.306708599162011	0	0.604905143579963	1	-0.355555555555554
57222	endoplasmic reticulum-golgi intermediate compartment 1	ERGIC1	0.211979807443921	0	0.188107617272772	0	0.707059015768543	1	-0.299999999999996
57446	NDRG family member 3	NDRG3	-0.393804026582741	0	-0.538827775315541	-1	-0.093324352880698	0	-0.416666666666667
57458	transmembrane and coiled-coil domain family 3	TMCC3	1.71419780205938	1	2.00378139606064	1	1.32323560257781	1	0.274444444444447
57533	TBC1 domain family member 14	TBC1D14	-1.27262658632425	-1	-1.74179623620074	-1	-1.43617389189523	-1	-0.355555555555556
57649	PHD finger protein 12	PHF12	-1.03730110236984	-1	-0.770193809081977	-1	-0.337405019899743	0	-0.461111111111109
57658	calcium binding and coiled-coil domain 1	CALCOCO1	-0.542182797026943	0	-0.741219548291651	-1	-0.615288352631088	-1	-0.316666666666666
57674	ring finger protein 213	RNF213	1.90579639558845	1	2.266063950741	1	2.14421803568004	1	-0.492222222222219
57724	ectopic P-granules autophagy protein 5 homolog	EPG5	0.489184703409624	1	0.764363437725091	1	1.3274004558213	1	-0.363333333333332
58486	zinc finger BED-type containing 5	ZBED5	-0.369853146066694	0	-0.418131010762284	-1	-0.075338839320958	0	-0.613333333333331
58493	INTS3 and NABP interacting protein	INIP	-0.299668177985236	0	-0.446740190030139	-1	-0.385455658929045	0	-0.547777777777777
58513	epidermal growth factor receptor pathway substrate 15 like 1	EPS15L1	0.308277334872159	0	0.566699551844186	1	0.181360630955398	0	-0.317777777777775
60314	chromosome 12 open reading frame 10	C12orf10	0.210627539305595	0	-0.25835301821426	0	-0.663751967317138	-1	-0.385555555555555
60491	NGG1 interacting factor 3 like 1	NIF3L1	-1.10653415321675	-1	-1.01041133376597	-1	-0.216298908475906	0	-0.364444444444444
60493	FAST kinase domains 5	FASTKD5	0.268693824053049	0	0.481004747514106	1	0.105541388127874	0	-0.202222222222221
60528	elaC ribonuclease Z 2	ELAC2	-0.641883754022274	-1	-0.730266034232255	-1	-0.737121765743026	-1	-0.234444444444441
63826	serine racemase	SRR	-0.148650135856091	0	-0.319649847047501	0	-0.526432285152739	-1	-0.483333333333329
63894	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	VIPAS39	-1.17174159333061	-1	-0.935792337454156	-1	-0.627652342065405	-1	-0.628888888888889
63905	mannosidase beta like	MANBAL	0.314431647154683	0	0.672725842549163	1	0.845171653970157	1	-0.408888888888891
63929	X-prolyl aminopeptidase 3	XPNPEP3	-0.400497896233784	0	-0.581684981505497	-1	-0.533164043209009	-1	-0.409999999999996
