ENTREZID	GENENAME	SYMBOL	L.donovani_4vsControl_logFC	L.donovani_4vsControl_test	L.donovani_8vsControl_logFC	L.donovani_8vsControl_test	L.donovani_24vsControl_logFC	L.donovani_24vsControl_test
81704	dedicator of cytokinesis 8	DOCK8	-0.376571842196256	0	-0.479230860957315	-1	0.167680022977409	0
8031	nuclear receptor coactivator 4	NCOA4	-0.303107276968175	0	-0.49528004798375	-1	0.106225176239175	0
10299	membrane associated ring-CH-type finger 6	MARCHF6	-0.259675381837484	-1	-0.132272941901887	0	-0.300680449835896	-1
26097	chromatin target of PRMT1	CHTOP	-0.32584553388433	-1	-0.271709918770254	0	-0.0967915388278087	0
27316	RNA binding motif protein X-linked	RBMX	-0.214608466082021	0	-0.374886983878202	-1	-0.110359459623767	0
204	adenylate kinase 2	AK2	-0.329767907112684	0	-0.517753034800041	-1	0.140344776634151	0
11103	KRR1 small subunit processome component homolog	KRR1	0.0465752685401313	0	-0.152896141453159	0	-0.602179251416299	-1
25798	brain protein I3	BRI3	-0.447340914606674	-1	-0.226488024965741	0	-0.0373132806681351	0
9111	N-myc and STAT interactor	NMI	-0.721569265472658	-1	-0.291244171346655	0	0.301454826664523	0
3150	high mobility group nucleosome binding domain 1	HMGN1	-0.0958943130760268	0	-0.301683763186292	-1	-0.317221149416261	-1
6672	SP100 nuclear antigen	SP100	-0.685303737482251	-1	-0.31250638187462	0	0.280594678512001	0
920	CD4 molecule	CD4	-0.0952461169904719	0	-0.212698935500004	0	-0.411897218511548	-1
51255	ring finger protein 181	RNF181	-0.219012446996121	0	-0.321998711837901	-1	-0.181241580031918	0
56897	WRN helicase interacting protein 1	WRNIP1	-0.388827795048394	-1	-0.275758478184729	0	-0.0577247794788764	0
1601	DAB adaptor protein 2	DAB2	-0.180227982386731	0	-0.0863833505862708	0	-0.462779899218042	-1
26580	BSCL2 lipid droplet biogenesis associated, seipin	BSCL2	-0.282485166757901	0	-0.361732348499107	-1	-0.0853943025669714	0
5911	RAP2A, member of RAS oncogene family	RAP2A	0.00538975361984306	0	-0.120466529906659	0	-0.615917491696091	-1
6626	small nuclear ribonucleoprotein polypeptide A	SNRPA	-0.288949553854183	0	-0.403789273544472	-1	-0.0392585721831686	0
10713	ubiquitin specific peptidase 39	USP39	-0.238125698734304	0	-0.31182072651435	-1	-0.183238817033207	0
55272	IMP U3 small nucleolar ribonucleoprotein 3	IMP3	-0.362794856926051	0	-0.525712077208995	-1	0.154271997830541	0
6232	ribosomal protein S27	RPS27	-0.23289523538652	0	-0.16217338416555	0	-0.342001531649798	-1
6392	succinate dehydrogenase complex subunit D	SDHD	-0.418540182244678	-1	-0.385698774839113	-1	0.0653417557447895	0
23787	mitochondrial carrier 1	MTCH1	-0.336458666022937	-1	-0.110561747180318	0	-0.292549534998244	0
56267	kynurenine aminotransferase 3	KYAT3	-0.424012223483205	-1	-0.518541399529854	-1	0.201284353373259	0
3660	interferon regulatory factor 2	IRF2	-0.477784069083013	-1	-0.205619252577611	0	-0.0582284646102007	0
7297	tyrosine kinase 2	TYK2	-0.290487899661549	-1	-0.378988591507547	-1	-0.0729148468074268	0
113510	helicase, POLQ like	HELQ	-0.112047820404909	0	-0.397532950387653	-1	-0.232905373725032	0
7936	negative elongation factor complex member E	NELFE	-0.440756546203538	-1	-0.26148883684483	0	-0.0432761950798426	0
79038	zinc finger FYVE-type containing 21	ZFYVE21	-0.160219373541599	0	-0.143136974199869	0	-0.447913895783552	-1
88455	ankyrin repeat domain 13A	ANKRD13A	-0.594327767644662	-1	-0.426826257627654	-1	0.2687737275832	0
2339	farnesyltransferase, CAAX box, alpha	FNTA	-0.222459852820181	0	-0.324475864829722	-1	-0.213141106518966	0
10945	KDEL endoplasmic reticulum protein retention receptor 1	KDELR1	-0.152139868065131	0	-0.396299202524835	-1	-0.212469052060653	0
90379	DDB1 and CUL4 associated factor 15	DCAF15	-0.0931103463829466	0	-0.135168130923875	0	-0.533043029614314	-1
79132	DExH-box helicase 58	DHX58	-0.889625194658574	-1	-0.390010682143728	0	0.511927433695629	0
84305	PYM homolog 1, exon junction complex associated factor	PYM1	-0.460820561822608	-1	-0.214274570459306	0	-0.0951351973036321	0
54442	potassium channel tetramerization domain containing 5	KCTD5	-0.348670986739116	-1	-0.0508520402174444	0	-0.371576116631866	-1
84295	PHD finger protein 6	PHF6	-0.210353021696799	0	-0.299694943219199	-1	-0.262142795496999	0
79174	cysteine rich with EGF like domains 2	CRELD2	0.0882033692629545	0	0.0105164856771509	0	-0.87203874179432	-1
55052	mitochondrial ribosomal protein L20	MRPL20	-0.202040664067145	0	-0.373420169456661	-1	-0.200189386791651	0
9777	transmembrane 9 superfamily member 4	TM9SF4	-0.310621478251939	0	-0.371504106386903	-1	-0.0939586455431556	0
391	ras homolog family member G	RHOG	-0.167911986707201	0	-0.338706209364952	-1	-0.271036147420677	0
283578	transmembrane p24 trafficking protein family member 8	TMED8	-0.674748259905771	-1	-0.390509435230101	0	0.286665854538874	0
1523	cut like homeobox 1	CUX1	-0.0824982079876317	0	-0.154491009068719	0	-0.542581103939364	-1
51528	JNK1/MAPK8 associated membrane protein	JKAMP	-0.440178251009032	-1	-0.239713810160911	0	-0.100522270483665	0
6189	ribosomal protein S3A	RPS3A	-0.0466067509986345	0	-0.301747989901775	-1	-0.432082466501614	-1
6160	ribosomal protein L31	RPL31	-0.278267667669706	-1	-0.214683292208818	0	-0.287898032560035	-1
126328	NADH:ubiquinone oxidoreductase subunit A11	NDUFA11	-0.359395703651391	-1	-0.176946518563971	0	-0.244916835652123	0
51639	splicing factor 3b subunit 6	SF3B6	-0.377041913434246	-1	-0.291032644800975	0	-0.114067566907705	0
9798	IST1 factor associated with ESCRT-III	IST1	-0.317372078289191	-1	-0.266773632233157	0	-0.198511066581229	0
4735	septin 2	SEPTIN2	-0.0983260896712963	0	-0.28253810577829	0	-0.402801490731164	-1
9453	geranylgeranyl diphosphate synthase 1	GGPS1	-0.500818988796983	-1	-0.280833173766883	0	-0.00258110503879294	0
51163	debranching RNA lariats 1	DBR1	-0.539848634865487	-1	-0.242766893901502	0	-0.00186866027395993	0
80308	flavin adenine dinucleotide synthetase 1	FLAD1	-0.409095796505946	-1	-0.291827573731229	0	-0.0848948843048554	0
29071	C1GALT1 specific chaperone 1	C1GALT1C1	-0.477435996923701	0	-0.520910724878737	-1	0.210877794480586	0
10238	DDB1 and CUL4 associated factor 7	DCAF7	-0.432433550997921	-1	-0.242252454127124	0	-0.113729005362579	0
8720	membrane bound transcription factor peptidase, site 1	MBTPS1	-0.448166511380025	-1	-0.168118650617783	0	-0.172451589767707	0
55657	zinc finger protein 692	ZNF692	-0.341130583945862	0	-0.604227524496581	-1	0.15659151829624	0
6612	small ubiquitin like modifier 3	SUMO3	-0.260587914091479	0	-0.306117435000962	-1	-0.222297689324346	0
4695	NADH:ubiquinone oxidoreductase subunit A2	NDUFA2	-0.300078838218855	0	-0.369724288879826	-1	-0.120248465698106	0
6206	ribosomal protein S12	RPS12	-0.148243167138201	0	-0.230732299074033	0	-0.411628572023304	-1
10618	trans-golgi network protein 2	TGOLN2	-0.389028047818909	-1	-0.213580077612145	0	-0.188473389587038	0
51637	RNA transcription, translation and transport factor	RTRAF	-0.193290805706178	0	-0.415821407485833	-1	-0.183085958834935	0
54539	NADH:ubiquinone oxidoreductase subunit B11	NDUFB11	-0.352406124684126	0	-0.186761825410139	0	-0.257978797204551	-1
55707	NECAP endocytosis associated 2	NECAP2	-0.432412721899036	-1	-0.335806738011396	-1	-0.0308306646924112	0
54987	CXXC motif containing zinc binding protein	CZIB	-0.331746606345904	0	-0.379647096431592	-1	-0.0885131197658708	0
22926	activating transcription factor 6	ATF6	-0.250697959232925	0	-0.340981744822821	-1	-0.211984532493434	0
51264	mitochondrial ribosomal protein L27	MRPL27	-0.448718011844608	-1	-0.215759039242251	0	-0.139380603719653	0
79932	KIAA0319 like	KIAA0319L	-0.453328869771546	-1	-0.535363711614981	-1	0.184469535751459	0
6311	ataxin 2	ATXN2	-0.345481745270353	-1	-0.0961784275632329	0	-0.362750587580578	-1
1659	DEAH-box helicase 8	DHX8	-0.524125493815109	-1	-0.273815638642214	0	-0.0151601917071673	0
8703	beta-1,4-galactosyltransferase 3	B4GALT3	-0.604198975034903	-1	-0.348370762029393	0	0.138615632610689	0
8673	vesicle associated membrane protein 8	VAMP8	-0.381487698829451	-1	-0.322277107512198	0	-0.11199510356407	0
6125	ribosomal protein L5	RPL5	-0.176234371876356	0	-0.329433510886867	-1	-0.310244748765856	0
6142	ribosomal protein L18a	RPL18A	-0.191451727125257	0	-0.240986673894964	0	-0.384138193756415	-1
3178	heterogeneous nuclear ribonucleoprotein A1	HNRNPA1	-0.184873550475563	0	-0.207222612421564	0	-0.425126413617088	-1
55069	transmembrane protein 248	TMEM248	-0.419062665840192	-1	-0.267120498932515	0	-0.131151157674731	0
4209	myocyte enhancer factor 2D	MEF2D	0.307725140160391	0	-0.155993631791016	0	-0.969151384729358	-1
54436	SH3 domain and tetratricopeptide repeats 1	SH3TC1	-0.0339218758014201	0	-0.137850322056712	0	-0.64658834201242	-1
90634	NEDD4 binding protein 2 like 1	N4BP2L1	-0.664135384813596	-1	-0.269334216144967	0	0.112245429334431	0
123355	leucine rich repeat containing 28	LRRC28	-0.307944022976532	0	-0.440977114968991	-1	-0.0739087246922701	0
11158	RAB, member of RAS oncogene family like 2B	RABL2B	-0.251252112360037	0	-0.458285605232902	-1	-0.11432547601764	0
51028	vacuolar protein sorting 36 homolog	VPS36	-0.13680600136018	0	-0.459313832830894	-1	-0.228138708317465	0
79871	RNA polymerase II associated protein 2	RPAP2	-0.292743386835282	0	-0.39861616199998	-1	-0.133134101845025	0
4358	mitochondrial inner membrane protein MPV17	MPV17	-0.404966961219095	-1	-0.369781745505181	-1	-0.0503628388932906	0
5269	serpin family B member 6	SERPINB6	-0.332595897130954	-1	-0.354467756778229	-1	-0.14345217033226	0
6683	spastin	SPAST	-0.501886878844958	-1	-0.216570424206996	0	-0.112314110135449	0
51070	nitric oxide synthase interacting protein	NOSIP	-0.536012437116824	-1	-0.222649444471571	0	-0.0729573569832969	0
55625	zinc finger DHHC-type containing 7	ZDHHC7	-0.493437297236191	-1	-0.301925973998861	0	-0.037510252754652	0
2734	golgi glycoprotein 1	GLG1	-0.346319960035508	0	-0.417211042602228	-1	-0.0694077685048118	0
8678	beclin 1	BECN1	-0.335697901253527	-1	-0.398396115530778	-1	-0.100315776550197	0
6188	ribosomal protein S3	RPS3	-0.165017218827369	0	-0.212230178355712	0	-0.457472689897713	-1
1725	deoxyhypusine synthase	DHPS	-0.180521325363118	0	-0.486222644213473	-1	-0.169740288024707	0
54834	ganglioside induced differentiation associated protein 2	GDAP2	-0.391615928365331	-1	-0.369041136123966	-1	-0.0759591168606821	0
5436	RNA polymerase II subunit G	POLR2G	-0.349376756708436	0	-0.369823347590984	-1	-0.121989263926972	0
5250	solute carrier family 25 member 3	SLC25A3	-0.199836600687785	0	-0.318879465402516	-1	-0.322973667636038	-1
9159	proprotein convertase subtilisin/kexin type 7	PCSK7	-0.245888695931718	0	-0.39547551760552	-1	-0.201002683366722	0
23468	chromobox 5	CBX5	-0.282028154262187	0	-0.368725618660005	-1	-0.195397225495517	0
5993	regulatory factor X5	RFX5	-0.445949916559314	0	-0.604553059926527	-1	0.202487867807905	0
6191	ribosomal protein S4 X-linked	RPS4X	-0.153999110109687	0	-0.295003749819619	0	-0.399149499560432	-1
11152	WD repeat domain 45	WDR45	-0.26880360244474	0	-0.426810700116361	-1	-0.15276697773974	0
585	Bardet-Biedl syndrome 4	BBS4	-0.423276361026408	-1	-0.236776887143819	0	-0.190405566641266	0
10013	histone deacetylase 6	HDAC6	-0.319878314363347	0	-0.425865401654162	-1	-0.106777235955414	0
83752	lon peptidase 2, peroxisomal	LONP2	-0.279276360752389	0	-0.411206991238336	-1	-0.162861784535799	0
55135	WD repeat containing antisense to TP53	WRAP53	-0.44570241592781	-1	-0.436243700280952	-1	0.0273140047006795	0
6256	retinoid X receptor alpha	RXRA	-0.180714149891511	0	-0.146133091121017	0	-0.528242000269074	-1
5875	Rab geranylgeranyltransferase subunit alpha	RABGGTA	-0.631985222533419	-1	-0.305678220022513	0	0.0822966123049049	0
6229	ribosomal protein S24	RPS24	-0.184702761678391	0	-0.269241537127932	0	-0.402861511471354	-1
389541	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	LAMTOR4	-0.142283132585677	0	-0.304306418959724	0	-0.411806546408558	-1
6134	ribosomal protein L10	RPL10	-0.198071011955133	0	-0.20191859181622	0	-0.461666156022202	-1
8907	adaptor related protein complex 1 subunit mu 1	AP1M1	-0.320601439792107	-1	-0.232213688552651	0	-0.310355421509392	-1
9482	syntaxin 8	STX8	-0.367819457381025	0	-0.426359213711816	-1	-0.0706429389552881	0
29886	sorting nexin 8	SNX8	-0.0539494046561515	0	-0.161501628871449	0	-0.649445704249874	-1
6601	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	SMARCC2	-0.218386503594372	0	-0.477518533355509	-1	-0.169130089697051	0
7767	zinc finger protein 224	ZNF224	-0.705605045364459	-1	-0.19332090806413	0	0.0328539189572208	0
56919	DEAH-box helicase 33	DHX33	-0.411565675593268	0	-0.428312205476315	-1	-0.0291043287914778	0
55133	S1 RNA binding domain 1	SRBD1	-0.526406416689785	-1	-0.795916058615868	-1	0.452968875405496	0
5528	protein phosphatase 2 regulatory subunit B'delta	PPP2R5D	-0.383769137477394	-1	-0.25867359231786	0	-0.22816846734063	0
6039	ribonuclease A family member k6	RNASE6	-0.147037579445453	0	-0.201692346625586	0	-0.522696901954232	-1
57579	family with sequence similarity 135 member A	FAM135A	-0.476754383011714	-1	-0.396333518455803	0	0.00147799223649336	0
55324	ATP binding cassette subfamily F member 3	ABCF3	-0.245204234539324	0	-0.351822616087748	-1	-0.275733100649495	0
60626	RIC8 guanine nucleotide exchange factor A	RIC8A	-0.409790042580068	-1	-0.325856988354325	-1	-0.138435499386093	0
9529	BCL2 associated athanogene 5	BAG5	-0.0851557077390002	0	-0.233652297910831	0	-0.558010491139221	-1
11258	dynactin subunit 3	DCTN3	-0.200518939011843	0	-0.266636279625775	0	-0.410623966612093	-1
1173	adaptor related protein complex 2 subunit mu 1	AP2M1	-0.143411066957032	0	-0.246810393818297	0	-0.488419174097663	-1
1153	cold inducible RNA binding protein	CIRBP	-0.134696535222423	0	-0.20992704788322	0	-0.535267112812761	-1
10585	protein O-mannosyltransferase 1	POMT1	-0.24735795881716	0	-0.251705584930191	0	-0.381462412977688	-1
10921	RNA binding protein with serine rich domain 1	RNPS1	-0.35961000388531	-1	-0.236460417325194	0	-0.28561564679924	0
1519	cathepsin O	CTSO	-0.342856178567626	0	-0.583181705838843	-1	0.0419883113925579	0
723790	H2A clustered histone 19	H2AC19	-0.484289115101296	-1	-0.224959674992542	0	-0.175103771849347	0
8337	H2A clustered histone 18	H2AC18	-0.484289115101296	-1	-0.224959674992542	0	-0.175103771849347	0
1389	cAMP responsive element binding protein like 2	CREBL2	-0.242261735007423	0	-0.59245800590495	-1	-0.0498049516260917	0
9416	DEAD-box helicase 23	DDX23	-0.489128805071863	-1	-0.332079251595195	-1	-0.0646710897513731	0
55599	RNA binding region (RNP1, RRM) containing 3	RNPC3	0.00832044182319258	0	-0.373950923777985	0	-0.521066064368346	-1
83443	splicing factor 3b subunit 5	SF3B5	-0.250758450450062	0	-0.368236475585258	-1	-0.269417248873367	0
84148	lysine acetyltransferase 8	KAT8	-0.383793973897587	-1	-0.282436156553871	0	-0.222824311266029	0
55577	N-acetylglucosamine kinase	NAGK	-0.521145967242115	-1	-0.473625051707339	-1	0.104610271600755	0
51304	zinc finger DHHC-type containing 3	ZDHHC3	-0.52107329232857	-1	-0.34794177502379	0	-0.0228722597171949	0
408	arrestin beta 1	ARRB1	-0.429654701196897	-1	-0.300699935329805	0	-0.164753438144182	0
6275	S100 calcium binding protein A4	S100A4	-0.0921891618100421	0	-0.193352797188894	0	-0.611092651580091	-1
57050	UTP3 small subunit processome component	UTP3	-0.390515762922952	-1	-0.381224072996734	-1	-0.126146577036856	0
3423	iduronate 2-sulfatase	IDS	-0.203341105416337	0	-0.31345249072613	0	-0.381438911503091	-1
9847	C2 calcium dependent domain containing 5	C2CD5	-0.360902003869493	0	-0.716590435305962	-1	0.178191274292514	0
5451	POU class 2 homeobox 1	POU2F1	-0.523529374215139	-1	0.0995003757828741	0	-0.476312413734826	0
1340	cytochrome c oxidase subunit 6B1	COX6B1	-0.305649802939307	-1	-0.316398877524437	-1	-0.278735480555213	0
27339	pre-mRNA processing factor 19	PRPF19	-0.418769896516725	-1	-0.431498286292674	-1	-0.0516150266473723	0
93349	SP140 nuclear body protein like	SP140L	-0.898503051307044	-1	-0.416124827720964	0	0.409671471006435	0
3597	interleukin 13 receptor subunit alpha 1	IL13RA1	-0.277755785801068	0	-0.406159159572258	-1	-0.222897736031213	0
117246	FtsJ RNA 2'-O-methyltransferase 3	FTSJ3	-0.433919334154661	-1	-0.362554353807493	0	-0.112071301642381	0
23039	exportin 7	XPO7	-0.429404746967467	-1	-0.451007391131208	-1	-0.0289595481624172	0
472	ATM serine/threonine kinase	ATM	-0.226772634158117	0	-0.64176431518999	-1	-0.0418085675345914	0
84034	elastin microfibril interfacer 2	EMILIN2	-0.144846823002084	0	-0.224427782641417	0	-0.542076427202005	-1
10629	TATA-box binding protein associated factor 6 like	TAF6L	-0.623276564522941	-1	-0.339101940590012	0	0.0465965241021724	0
10955	serine incorporator 3	SERINC3	-0.262284880837914	0	-0.36131058891433	-1	-0.293365538724006	0
138050	heparan-alpha-glucosaminide N-acetyltransferase	HGSNAT	0.0657234040976977	0	-0.224129550766188	0	-0.758695759662444	-1
7247	translin	TSN	-0.430154445137706	-1	-0.319795191292576	0	-0.167179261028268	0
23020	small nuclear ribonucleoprotein U5 subunit 200	SNRNP200	-0.444141154519979	-1	-0.352824155522969	-1	-0.122564982717925	0
84674	caspase recruitment domain family member 6	CARD6	-0.386134642645954	-1	-0.197932452531717	0	-0.337149482677274	0
11216	A-kinase anchoring protein 10	AKAP10	-0.329779772400121	0	-0.334150404485198	-1	-0.259020391536566	0
11031	RAB31, member RAS oncogene family	RAB31	-0.13062814001724	0	-0.25768987660796	0	-0.534654622130885	-1
150372	NFAT activating protein with ITAM motif 1	NFAM1	-0.436237558851053	0	-0.669406435202241	-1	0.182276725900266	0
1933	eukaryotic translation elongation factor 1 beta 2	EEF1B2	-0.219648452493852	0	-0.241437423311895	0	-0.462608299145352	-1
8243	structural maintenance of chromosomes 1A	SMC1A	-0.326427189517405	0	-0.452508907435469	-1	-0.145664372536686	0
83606	guanylyl cyclase domain containing 1	GUCD1	-0.490712883409429	-1	-0.306742939401774	0	-0.128253402388847	0
9266	cytohesin 2	CYTH2	-0.338031276948369	0	-0.0810918398464899	0	-0.507773994318701	-1
27434	DNA polymerase mu	POLM	-0.43826960386996	-1	-0.317567524142559	0	-0.172084036971778	0
8833	guanine monophosphate synthase	GMPS	-0.208267875989041	0	-0.371431967105073	-1	-0.349635343544765	0
23300	ATM interactor	ATMIN	-0.297664694241506	0	-0.335271489640306	-1	-0.297961546943927	0
10228	syntaxin 6	STX6	-0.547749225640569	-1	-0.4464740715094	-1	0.0628600487147875	0
10367	mitochondrial calcium uptake 1	MICU1	-0.391423481275748	0	-0.423859501227748	-1	-0.116985329704868	0
83695	RAD9-HUS1-RAD1 interacting nuclear orphan 1	RHNO1	-0.322244169006808	0	-0.391977903845161	-1	-0.219403567604527	0
9931	helicase with zinc finger	HELZ	-0.422591149391295	-1	-0.32071404684481	0	-0.191358648237751	0
6786	stromal interaction molecule 1	STIM1	-0.278865449891665	0	-0.43102222958934	-1	-0.228559858225445	0
9410	small nuclear ribonucleoprotein U5 subunit 40	SNRNP40	-0.346071154442146	-1	-0.330854129591245	-1	-0.26613537059213	0
9328	general transcription factor IIIC subunit 5	GTF3C5	-0.379796853244484	-1	-0.287895524135312	0	-0.276516316310071	0
28958	cytochrome c oxidase assembly factor 3	COA3	-0.430720588048873	-1	-0.373149956225097	0	-0.141381375364755	0
6181	ribosomal protein lateral stalk subunit P2	RPLP2	-0.212749982633783	0	-0.194312929988049	0	-0.538429660028463	-1
498	ATP synthase F1 subunit alpha	ATP5F1A	-0.454925103578045	-1	-0.420184234570709	0	-0.0737039964096891	0
55738	ADP ribosylation factor GTPase activating protein 1	ARFGAP1	-0.226998101347876	0	-0.243594763215006	0	-0.478394082514077	-1
2733	GLE1 RNA export mediator	GLE1	-0.50134140146978	-1	-0.335338832900536	-1	-0.113925155946479	0
10573	mitochondrial ribosomal protein L28	MRPL28	-0.315317787212342	0	-0.41056411491903	-1	-0.224968505009898	0
10987	COP9 signalosome subunit 5	COPS5	-0.378295425092697	-1	-0.409552509610323	-1	-0.16505954690021	0
57157	putative homeodomain transcription factor 2	PHTF2	0.279060865190239	0	-0.150540902474576	0	-1.08204776054278	-1
7391	upstream transcription factor 1	USF1	-0.632083194918129	-1	-0.325203339509178	0	0.00322363633206635	0
2783	G protein subunit beta 2	GNB2	-0.137540678256393	0	-0.463286150797176	-1	-0.353727918598658	-1
60684	trafficking protein particle complex 11	TRAPPC11	-0.425528346513127	-1	-0.348747524033945	0	-0.180386957536408	0
9681	DEP domain containing 5, GATOR1 subcomplex subunit	DEPDC5	-0.626790633140937	-1	-0.428169968508032	-1	0.100131170060074	0
29883	CCR4-NOT transcription complex subunit 7	CNOT7	-0.362702921485935	-1	-0.399000356322958	-1	-0.193933559408777	0
4524	methylenetetrahydrofolate reductase	MTHFR	-0.498028956250666	-1	-0.207930358606045	0	-0.2508429873767	0
7341	small ubiquitin like modifier 1	SUMO1	-0.449906565979175	-1	-0.325487031439451	-1	-0.181776495788725	0
51493	RNA 2',3'-cyclic phosphate and 5'-OH ligase	RTCB	-0.536064273191732	-1	-0.263384204433091	0	-0.158272438831094	0
6301	seryl-tRNA synthetase 1	SARS1	-0.484508643820769	-1	-0.318104365231202	0	-0.155393573109896	0
50809	heterochromatin protein 1 binding protein 3	HP1BP3	-0.227931462717908	0	-0.433391843287357	-1	-0.297665078787409	0
8175	splicing factor 3a subunit 2	SF3A2	-0.181694550121156	0	-0.271378062640364	0	-0.507395122234776	-1
79813	euchromatic histone lysine methyltransferase 1	EHMT1	-0.364528283346628	-1	-0.360460200065722	-1	-0.23660884862568	0
9524	trans-2,3-enoyl-CoA reductase	TECR	-0.116059175546816	0	-0.340915495981188	0	-0.50567748118541	-1
6687	SPG7 matrix AAA peptidase subunit, paraplegin	SPG7	-0.47107724054808	-1	-0.378612420360565	0	-0.113613819853466	0
9039	ubiquitin like modifier activating enzyme 3	UBA3	-0.400249811902768	-1	-0.373915045884965	-1	-0.189897500571348	0
254863	transmembrane protein 256	TMEM256	-0.273393078439399	0	-0.38344684488664	-1	-0.307298140667994	0
25771	TBC1 domain family member 22A	TBC1D22A	-0.348171617480665	0	-0.410782937040237	-1	-0.206227932562246	0
79735	TBC1 domain family member 17	TBC1D17	-0.192496399977067	0	-0.27348441703832	0	-0.50130225672018	-1
6137	ribosomal protein L13	RPL13	-0.094225747143966	0	-0.26816080349543	0	-0.605113595335355	-1
5434	RNA polymerase II subunit E	POLR2E	-0.276876793851271	0	-0.250626943617259	0	-0.442562850538058	-1
83605	CCM2 scaffold protein	CCM2	-0.53644174353502	-1	-0.285608426746503	0	-0.151290043685858	0
92675	D-aminoacyl-tRNA deacylase 1	DTD1	-0.180520597636304	0	-0.214041804020496	0	-0.580874501016561	-1
5589	protein kinase C substrate 80K-H	PRKCSH	-0.348197850373662	-1	-0.284740099007966	0	-0.342935970277132	-1
153129	solute carrier family 38 member 9	SLC38A9	-0.318786752115097	0	-0.437301367078323	-1	-0.219987851730023	0
3646	eukaryotic translation initiation factor 3 subunit E	EIF3E	-0.195784373748717	0	-0.379197776187596	-1	-0.403118590711928	-1
92105	integrator complex subunit 4	INTS4	-0.436023187999487	-1	-0.468487762352831	-1	-0.0738940395343732	0
26054	SUMO specific peptidase 6	SENP6	-0.517840545488651	-1	-0.239367179059823	0	-0.222759525980257	0
6175	ribosomal protein lateral stalk subunit P0	RPLP0	-0.422571908224734	-1	-0.202658660301006	0	-0.355822156434275	0
23163	golgi associated, gamma adaptin ear containing, ARF binding protein 3	GGA3	-0.465118467754838	-1	-0.268752520363117	0	-0.249533299762817	0
6228	ribosomal protein S23	RPS23	-0.0902569685949999	0	-0.366679798844402	0	-0.533340890035824	-1
8603	family with sequence similarity 193 member A	FAM193A	-0.308582455497213	0	-0.224608262978004	0	-0.457621955041747	-1
11070	transmembrane protein 115	TMEM115	-0.522971535264459	-1	-0.192060257407061	0	-0.279999179014	0
4048	leukotriene A4 hydrolase	LTA4H	-0.680831084797951	-1	-0.915344967418752	-1	0.600445499975468	0
9665	meiosis regulator and mRNA stability factor 1	MARF1	-0.661138779933903	-1	-0.302580428569962	0	-0.0342587341222309	0
84545	mitochondrial ribosomal protein L43	MRPL43	-0.307582562548941	0	-0.420954813507358	-1	-0.270010519144833	0
3614	inosine monophosphate dehydrogenase 1	IMPDH1	-0.305637257530153	0	-0.363904890349911	-1	-0.329601186384382	0
26060	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	APPL1	-0.294660249592118	0	-0.379127693364124	-1	-0.32798542401423	0
11100	heterogeneous nuclear ribonucleoprotein U like 1	HNRNPUL1	-0.374131998519827	-1	-0.362113892624928	-1	-0.265645144454213	0
6129	ribosomal protein L7	RPL7	-0.217742880511897	0	-0.379007625714602	-1	-0.405900165980134	-1
5435	RNA polymerase II subunit F	POLR2F	-0.373942826271977	-1	-0.429818836743287	-1	-0.199038230191459	0
6138	ribosomal protein L15	RPL15	-0.351761914741584	0	-0.311508311230028	0	-0.33953904835994	-1
23398	peptidylprolyl isomerase domain and WD repeat containing 1	PPWD1	-0.34634570100344	0	-0.386030896188929	-1	-0.272441949326092	0
283377	SPRY domain containing 4	SPRYD4	-0.333445919676366	0	-0.55533247993514	-1	-0.116633817200775	0
4841	non-POU domain containing octamer binding	NONO	-0.383545492045153	-1	-0.329873198733191	0	-0.292448686976712	0
9779	TBC1 domain family member 5	TBC1D5	-0.253669671323799	0	-0.51612315780528	-1	-0.236660368990798	0
684	bone marrow stromal cell antigen 2	BST2	-0.4381372849955	0	-0.513016612254384	-1	-0.0572385582578292	0
55610	VPS50 subunit of EARP/GARPII complex	VPS50	-0.388072076135012	0	-0.440626722645066	-1	-0.180157009065354	0
6835	surfeit 2	SURF2	-0.628377799831684	-1	-0.202503271079655	0	-0.177992404304302	0
11159	RAB, member of RAS oncogene family like 2A	RABL2A	-0.336010384945364	0	-0.531055531161718	-1	-0.142581591922871	0
6173	ribosomal protein L36a	RPL36A	-0.241616186666562	0	-0.307778043447263	0	-0.462244691030319	-1
23092	Rho GTPase activating protein 26	ARHGAP26	-0.27007201114534	0	-0.140975270075639	0	-0.602309222154712	-1
51182	heat shock protein family A (Hsp70) member 14	HSPA14	-0.26526972582487	0	-0.521158979681566	-1	-0.22735004588781	0
51126	N(alpha)-acetyltransferase 20, NatB catalytic subunit	NAA20	-0.436182279994078	-1	-0.399579503927614	0	-0.178989641068865	0
51496	CTD small phosphatase like 2	CTDSPL2	-0.519402271719917	-1	-0.324886460921512	0	-0.171337711957639	0
54505	DExH-box helicase 29	DHX29	-0.305139228893088	0	-0.413064726234204	-1	-0.297443219526581	0
293	solute carrier family 25 member 6	SLC25A6	-0.313266127657315	0	-0.323619366070416	-1	-0.380776818112269	-1
55593	OTU deubiquitinase 5	OTUD5	-0.444309128485306	-1	-0.250633355798227	0	-0.323750034535502	0
